id	entrypoint	group	topic	op	canonical_path	surface	stability	layer	hidden	summary
yai.inspect.metrics_verify	inspect	inspect	metrics	verify	inspect metrics verify	ancillary	experimental	knowledge	False	inspect verify operation on metrics with deterministic contract and traceable outputs.
yai.inspect.metrics_watch	inspect	inspect	metrics	watch	inspect metrics watch	ancillary	experimental	knowledge	False	inspect watch operation on metrics with deterministic contract and traceable outputs.
yai.inspect.monitor	inspect	inspect	general	monitor	inspect general monitor	ancillary	experimental	knowledge	False	Live monitor (event stream) for a workspace
yai.inspect.routes_audit	inspect	inspect	routes	audit	inspect routes audit	ancillary	experimental	knowledge	False	inspect audit operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_compare	inspect	inspect	routes	compare	inspect routes compare	ancillary	experimental	knowledge	False	inspect compare operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_diff	inspect	inspect	routes	diff	inspect routes diff	ancillary	experimental	knowledge	False	inspect diff operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_export	inspect	inspect	routes	export	inspect routes export	ancillary	experimental	knowledge	False	inspect export operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_filter	inspect	inspect	routes	filter	inspect routes filter	ancillary	experimental	knowledge	False	inspect filter operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_index	inspect	inspect	routes	index	inspect routes index	ancillary	experimental	knowledge	False	inspect index operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_logs	inspect	inspect	routes	logs	inspect routes logs	ancillary	experimental	knowledge	False	inspect logs operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_monitor	inspect	inspect	routes	monitor	inspect routes monitor	ancillary	experimental	knowledge	False	inspect monitor operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_query	inspect	inspect	routes	query	inspect routes query	ancillary	experimental	knowledge	False	inspect query operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_report	inspect	inspect	routes	report	inspect routes report	ancillary	experimental	knowledge	False	inspect report operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_snapshot	inspect	inspect	routes	snapshot	inspect routes snapshot	ancillary	experimental	knowledge	False	inspect snapshot operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_status	inspect	inspect	routes	status	inspect routes status	ancillary	experimental	knowledge	False	inspect status operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_stream	inspect	inspect	routes	stream	inspect routes stream	ancillary	experimental	knowledge	False	inspect stream operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_summarize	inspect	inspect	routes	summarize	inspect routes summarize	ancillary	experimental	knowledge	False	inspect summarize operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_sync	inspect	inspect	routes	sync	inspect routes sync	ancillary	experimental	knowledge	False	inspect sync operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_tail	inspect	inspect	routes	tail	inspect routes tail	ancillary	experimental	knowledge	False	inspect tail operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_trace	inspect	inspect	routes	trace	inspect routes trace	ancillary	experimental	knowledge	False	inspect trace operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_validate	inspect	inspect	routes	validate	inspect routes validate	ancillary	experimental	knowledge	False	inspect validate operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_verify	inspect	inspect	routes	verify	inspect routes verify	ancillary	experimental	knowledge	False	inspect verify operation on routes with deterministic contract and traceable outputs.
yai.inspect.routes_watch	inspect	inspect	routes	watch	inspect routes watch	ancillary	experimental	knowledge	False	inspect watch operation on routes with deterministic contract and traceable outputs.
yai.inspect.sessions_audit	inspect	inspect	sessions	audit	inspect sessions audit	ancillary	experimental	knowledge	False	inspect audit operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_compare	inspect	inspect	sessions	compare	inspect sessions compare	ancillary	experimental	knowledge	False	inspect compare operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_diff	inspect	inspect	sessions	diff	inspect sessions diff	ancillary	experimental	knowledge	False	inspect diff operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_export	inspect	inspect	sessions	export	inspect sessions export	ancillary	experimental	knowledge	False	inspect export operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_filter	inspect	inspect	sessions	filter	inspect sessions filter	ancillary	experimental	knowledge	False	inspect filter operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_index	inspect	inspect	sessions	index	inspect sessions index	ancillary	experimental	knowledge	False	inspect index operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_logs	inspect	inspect	sessions	logs	inspect sessions logs	ancillary	experimental	knowledge	False	inspect logs operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_monitor	inspect	inspect	sessions	monitor	inspect sessions monitor	ancillary	experimental	knowledge	False	inspect monitor operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_query	inspect	inspect	sessions	query	inspect sessions query	ancillary	experimental	knowledge	False	inspect query operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_report	inspect	inspect	sessions	report	inspect sessions report	ancillary	experimental	knowledge	False	inspect report operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_snapshot	inspect	inspect	sessions	snapshot	inspect sessions snapshot	ancillary	experimental	knowledge	False	inspect snapshot operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_status	inspect	inspect	sessions	status	inspect sessions status	ancillary	experimental	knowledge	False	inspect status operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_stream	inspect	inspect	sessions	stream	inspect sessions stream	ancillary	experimental	knowledge	False	inspect stream operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_summarize	inspect	inspect	sessions	summarize	inspect sessions summarize	ancillary	experimental	knowledge	False	inspect summarize operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_sync	inspect	inspect	sessions	sync	inspect sessions sync	ancillary	experimental	knowledge	False	inspect sync operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_tail	inspect	inspect	sessions	tail	inspect sessions tail	ancillary	experimental	knowledge	False	inspect tail operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_trace	inspect	inspect	sessions	trace	inspect sessions trace	ancillary	experimental	knowledge	False	inspect trace operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_validate	inspect	inspect	sessions	validate	inspect sessions validate	ancillary	experimental	knowledge	False	inspect validate operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_verify	inspect	inspect	sessions	verify	inspect sessions verify	ancillary	experimental	knowledge	False	inspect verify operation on sessions with deterministic contract and traceable outputs.
yai.inspect.sessions_watch	inspect	inspect	sessions	watch	inspect sessions watch	ancillary	experimental	knowledge	False	inspect watch operation on sessions with deterministic contract and traceable outputs.
yai.inspect.status	inspect	inspect	general	status	inspect general status	ancillary	experimental	knowledge	False	Show runtime status (pids, socket, vault readiness)
yai.inspect.status_audit	inspect	inspect	status	audit	inspect status audit	ancillary	experimental	knowledge	False	inspect audit operation on status with deterministic contract and traceable outputs.
yai.inspect.status_compare	inspect	inspect	status	compare	inspect status compare	ancillary	experimental	knowledge	False	inspect compare operation on status with deterministic contract and traceable outputs.
yai.inspect.status_diff	inspect	inspect	status	diff	inspect status diff	ancillary	experimental	knowledge	False	inspect diff operation on status with deterministic contract and traceable outputs.
yai.inspect.status_export	inspect	inspect	status	export	inspect status export	ancillary	experimental	knowledge	False	inspect export operation on status with deterministic contract and traceable outputs.
yai.inspect.status_filter	inspect	inspect	status	filter	inspect status filter	ancillary	experimental	knowledge	False	inspect filter operation on status with deterministic contract and traceable outputs.
yai.inspect.status_index	inspect	inspect	status	index	inspect status index	ancillary	experimental	knowledge	False	inspect index operation on status with deterministic contract and traceable outputs.
yai.inspect.status_logs	inspect	inspect	status	logs	inspect status logs	ancillary	experimental	knowledge	False	inspect logs operation on status with deterministic contract and traceable outputs.
yai.inspect.status_monitor	inspect	inspect	status	monitor	inspect status monitor	ancillary	experimental	knowledge	False	inspect monitor operation on status with deterministic contract and traceable outputs.
yai.inspect.status_query	inspect	inspect	status	query	inspect status query	ancillary	experimental	knowledge	False	inspect query operation on status with deterministic contract and traceable outputs.
yai.inspect.status_report	inspect	inspect	status	report	inspect status report	ancillary	experimental	knowledge	False	inspect report operation on status with deterministic contract and traceable outputs.
yai.inspect.status_snapshot	inspect	inspect	status	snapshot	inspect status snapshot	ancillary	experimental	knowledge	False	inspect snapshot operation on status with deterministic contract and traceable outputs.
yai.inspect.status_status	inspect	inspect	status	status	inspect status status	ancillary	experimental	knowledge	False	inspect status operation on status with deterministic contract and traceable outputs.
yai.inspect.status_stream	inspect	inspect	status	stream	inspect status stream	ancillary	experimental	knowledge	False	inspect stream operation on status with deterministic contract and traceable outputs.
yai.inspect.status_summarize	inspect	inspect	status	summarize	inspect status summarize	ancillary	experimental	knowledge	False	inspect summarize operation on status with deterministic contract and traceable outputs.
yai.inspect.status_sync	inspect	inspect	status	sync	inspect status sync	ancillary	experimental	knowledge	False	inspect sync operation on status with deterministic contract and traceable outputs.
yai.inspect.status_tail	inspect	inspect	status	tail	inspect status tail	ancillary	experimental	knowledge	False	inspect tail operation on status with deterministic contract and traceable outputs.
yai.inspect.status_trace	inspect	inspect	status	trace	inspect status trace	ancillary	experimental	knowledge	False	inspect trace operation on status with deterministic contract and traceable outputs.
yai.inspect.status_validate	inspect	inspect	status	validate	inspect status validate	ancillary	experimental	knowledge	False	inspect validate operation on status with deterministic contract and traceable outputs.
yai.inspect.status_verify	inspect	inspect	status	verify	inspect status verify	ancillary	experimental	knowledge	False	inspect verify operation on status with deterministic contract and traceable outputs.
yai.inspect.status_watch	inspect	inspect	status	watch	inspect status watch	ancillary	experimental	knowledge	False	inspect watch operation on status with deterministic contract and traceable outputs.
yai.inspect.trace_audit	inspect	inspect	trace	audit	inspect trace audit	ancillary	experimental	knowledge	False	inspect audit operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_compare	inspect	inspect	trace	compare	inspect trace compare	ancillary	experimental	knowledge	False	inspect compare operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_diff	inspect	inspect	trace	diff	inspect trace diff	ancillary	experimental	knowledge	False	inspect diff operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_export	inspect	inspect	trace	export	inspect trace export	ancillary	experimental	knowledge	False	inspect export operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_filter	inspect	inspect	trace	filter	inspect trace filter	ancillary	experimental	knowledge	False	inspect filter operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_index	inspect	inspect	trace	index	inspect trace index	ancillary	experimental	knowledge	False	inspect index operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_logs	inspect	inspect	trace	logs	inspect trace logs	ancillary	experimental	knowledge	False	inspect logs operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_monitor	inspect	inspect	trace	monitor	inspect trace monitor	ancillary	experimental	knowledge	False	inspect monitor operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_query	inspect	inspect	trace	query	inspect trace query	ancillary	experimental	knowledge	False	inspect query operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_report	inspect	inspect	trace	report	inspect trace report	ancillary	experimental	knowledge	False	inspect report operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_snapshot	inspect	inspect	trace	snapshot	inspect trace snapshot	ancillary	experimental	knowledge	False	inspect snapshot operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_status	inspect	inspect	trace	status	inspect trace status	ancillary	experimental	knowledge	False	inspect status operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_stream	inspect	inspect	trace	stream	inspect trace stream	ancillary	experimental	knowledge	False	inspect stream operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_summarize	inspect	inspect	trace	summarize	inspect trace summarize	ancillary	experimental	knowledge	False	inspect summarize operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_sync	inspect	inspect	trace	sync	inspect trace sync	ancillary	experimental	knowledge	False	inspect sync operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_tail	inspect	inspect	trace	tail	inspect trace tail	ancillary	experimental	knowledge	False	inspect tail operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_trace	inspect	inspect	trace	trace	inspect trace trace	ancillary	experimental	knowledge	False	inspect trace operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_validate	inspect	inspect	trace	validate	inspect trace validate	ancillary	experimental	knowledge	False	inspect validate operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_verify	inspect	inspect	trace	verify	inspect trace verify	ancillary	experimental	knowledge	False	inspect verify operation on trace with deterministic contract and traceable outputs.
yai.inspect.trace_watch	inspect	inspect	trace	watch	inspect trace watch	ancillary	experimental	knowledge	False	inspect watch operation on trace with deterministic contract and traceable outputs.
yai.knowledge.agent_audit	run	knowledge	knowledge	agent_audit	run knowledge agent_audit	plumbing	experimental	knowledge	False	knowledge audit operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_checkpoint	run	knowledge	knowledge	agent_checkpoint	run knowledge agent_checkpoint	plumbing	experimental	knowledge	False	knowledge checkpoint operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_classify	run	knowledge	knowledge	agent_classify	run knowledge agent_classify	plumbing	experimental	knowledge	False	knowledge classify operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_embed	run	knowledge	knowledge	agent_embed	run knowledge agent_embed	plumbing	experimental	knowledge	False	knowledge embed operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_explain	run	knowledge	knowledge	agent_explain	run knowledge agent_explain	plumbing	experimental	knowledge	False	knowledge explain operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_flush	run	knowledge	knowledge	agent_flush	run knowledge agent_flush	plumbing	experimental	knowledge	False	knowledge flush operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_inspect	run	knowledge	knowledge	agent_inspect	run knowledge agent_inspect	plumbing	experimental	knowledge	False	knowledge inspect operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_ping	run	knowledge	knowledge	agent_ping	run knowledge agent_ping	plumbing	experimental	knowledge	False	knowledge ping operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_plan	run	knowledge	knowledge	agent_plan	run knowledge agent_plan	plumbing	experimental	knowledge	False	knowledge plan operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_propose	run	knowledge	knowledge	agent_propose	run knowledge agent_propose	plumbing	experimental	knowledge	False	knowledge propose operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_queue	run	knowledge	knowledge	agent_queue	run knowledge agent_queue	plumbing	experimental	knowledge	False	knowledge queue operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_refresh	run	knowledge	knowledge	agent_refresh	run knowledge agent_refresh	plumbing	experimental	knowledge	False	knowledge refresh operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_restore	run	knowledge	knowledge	agent_restore	run knowledge agent_restore	plumbing	experimental	knowledge	False	knowledge restore operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_retrieve	run	knowledge	knowledge	agent_retrieve	run knowledge agent_retrieve	plumbing	experimental	knowledge	False	knowledge retrieve operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_route	run	knowledge	knowledge	agent_route	run knowledge agent_route	plumbing	experimental	knowledge	False	knowledge route operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_status	run	knowledge	knowledge	agent_status	run knowledge agent_status	plumbing	experimental	knowledge	False	knowledge status operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_summarize	run	knowledge	knowledge	agent_summarize	run knowledge agent_summarize	plumbing	experimental	knowledge	False	knowledge summarize operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_sync	run	knowledge	knowledge	agent_sync	run knowledge agent_sync	plumbing	experimental	knowledge	False	knowledge sync operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_trace	run	knowledge	knowledge	agent_trace	run knowledge agent_trace	plumbing	experimental	knowledge	False	knowledge trace operation on agent with deterministic contract and traceable outputs.
yai.knowledge.agent_verify	run	knowledge	knowledge	agent_verify	run knowledge agent_verify	plumbing	experimental	knowledge	False	knowledge verify operation on agent with deterministic contract and traceable outputs.
yai.knowledge.context_audit	run	knowledge	knowledge	context_audit	run knowledge context_audit	plumbing	experimental	knowledge	False	knowledge audit operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_checkpoint	run	knowledge	knowledge	context_checkpoint	run knowledge context_checkpoint	plumbing	experimental	knowledge	False	knowledge checkpoint operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_classify	run	knowledge	knowledge	context_classify	run knowledge context_classify	plumbing	experimental	knowledge	False	knowledge classify operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_embed	run	knowledge	knowledge	context_embed	run knowledge context_embed	plumbing	experimental	knowledge	False	knowledge embed operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_explain	run	knowledge	knowledge	context_explain	run knowledge context_explain	plumbing	experimental	knowledge	False	knowledge explain operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_inspect	run	knowledge	knowledge	context_inspect	run knowledge context_inspect	plumbing	experimental	knowledge	False	knowledge inspect operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_ping	run	knowledge	knowledge	context_ping	run knowledge context_ping	plumbing	experimental	knowledge	False	knowledge ping operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_plan	run	knowledge	knowledge	context_plan	run knowledge context_plan	plumbing	experimental	knowledge	False	knowledge plan operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_propose	run	knowledge	knowledge	context_propose	run knowledge context_propose	plumbing	experimental	knowledge	False	knowledge propose operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_queue	run	knowledge	knowledge	context_queue	run knowledge context_queue	plumbing	experimental	knowledge	False	knowledge queue operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_refresh	run	knowledge	knowledge	context_refresh	run knowledge context_refresh	plumbing	experimental	knowledge	False	knowledge refresh operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_restore	run	knowledge	knowledge	context_restore	run knowledge context_restore	plumbing	experimental	knowledge	False	knowledge restore operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_retrieve	run	knowledge	knowledge	context_retrieve	run knowledge context_retrieve	plumbing	experimental	knowledge	False	knowledge retrieve operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_route	run	knowledge	knowledge	context_route	run knowledge context_route	plumbing	experimental	knowledge	False	knowledge route operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_status	run	knowledge	knowledge	context_status	run knowledge context_status	plumbing	experimental	knowledge	False	knowledge status operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_summarize	run	knowledge	knowledge	context_summarize	run knowledge context_summarize	plumbing	experimental	knowledge	False	knowledge summarize operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_sync	run	knowledge	knowledge	context_sync	run knowledge context_sync	plumbing	experimental	knowledge	False	knowledge sync operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_trace	run	knowledge	knowledge	context_trace	run knowledge context_trace	plumbing	experimental	knowledge	False	knowledge trace operation on context with deterministic contract and traceable outputs.
yai.knowledge.context_verify	run	knowledge	knowledge	context_verify	run knowledge context_verify	plumbing	experimental	knowledge	False	knowledge verify operation on context with deterministic contract and traceable outputs.
yai.knowledge.intent_audit	run	knowledge	knowledge	intent_audit	run knowledge intent_audit	plumbing	experimental	knowledge	False	knowledge audit operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_checkpoint	run	knowledge	knowledge	intent_checkpoint	run knowledge intent_checkpoint	plumbing	experimental	knowledge	False	knowledge checkpoint operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_classify	run	knowledge	knowledge	intent_classify	run knowledge intent_classify	plumbing	experimental	knowledge	False	knowledge classify operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_embed	run	knowledge	knowledge	intent_embed	run knowledge intent_embed	plumbing	experimental	knowledge	False	knowledge embed operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_explain	run	knowledge	knowledge	intent_explain	run knowledge intent_explain	plumbing	experimental	knowledge	False	knowledge explain operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_flush	run	knowledge	knowledge	intent_flush	run knowledge intent_flush	plumbing	experimental	knowledge	False	knowledge flush operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_inspect	run	knowledge	knowledge	intent_inspect	run knowledge intent_inspect	plumbing	experimental	knowledge	False	knowledge inspect operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_ping	run	knowledge	knowledge	intent_ping	run knowledge intent_ping	plumbing	experimental	knowledge	False	knowledge ping operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_plan	run	knowledge	knowledge	intent_plan	run knowledge intent_plan	plumbing	experimental	knowledge	False	knowledge plan operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_propose	run	knowledge	knowledge	intent_propose	run knowledge intent_propose	plumbing	experimental	knowledge	False	knowledge propose operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_queue	run	knowledge	knowledge	intent_queue	run knowledge intent_queue	plumbing	experimental	knowledge	False	knowledge queue operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_refresh	run	knowledge	knowledge	intent_refresh	run knowledge intent_refresh	plumbing	experimental	knowledge	False	knowledge refresh operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_restore	run	knowledge	knowledge	intent_restore	run knowledge intent_restore	plumbing	experimental	knowledge	False	knowledge restore operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_retrieve	run	knowledge	knowledge	intent_retrieve	run knowledge intent_retrieve	plumbing	experimental	knowledge	False	knowledge retrieve operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_route	run	knowledge	knowledge	intent_route	run knowledge intent_route	plumbing	experimental	knowledge	False	knowledge route operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_status	run	knowledge	knowledge	intent_status	run knowledge intent_status	plumbing	experimental	knowledge	False	knowledge status operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_summarize	run	knowledge	knowledge	intent_summarize	run knowledge intent_summarize	plumbing	experimental	knowledge	False	knowledge summarize operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_sync	run	knowledge	knowledge	intent_sync	run knowledge intent_sync	plumbing	experimental	knowledge	False	knowledge sync operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_trace	run	knowledge	knowledge	intent_trace	run knowledge intent_trace	plumbing	experimental	knowledge	False	knowledge trace operation on intent with deterministic contract and traceable outputs.
yai.knowledge.intent_verify	run	knowledge	knowledge	intent_verify	run knowledge intent_verify	plumbing	experimental	knowledge	False	knowledge verify operation on intent with deterministic contract and traceable outputs.
yai.knowledge.memory_audit	run	knowledge	knowledge	memory_audit	run knowledge memory_audit	plumbing	experimental	knowledge	False	knowledge audit operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_checkpoint	run	knowledge	knowledge	memory_checkpoint	run knowledge memory_checkpoint	plumbing	experimental	knowledge	False	knowledge checkpoint operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_classify	run	knowledge	knowledge	memory_classify	run knowledge memory_classify	plumbing	experimental	knowledge	False	knowledge classify operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_embed	run	knowledge	knowledge	memory_embed	run knowledge memory_embed	plumbing	experimental	knowledge	False	knowledge embed operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_explain	run	knowledge	knowledge	memory_explain	run knowledge memory_explain	plumbing	experimental	knowledge	False	knowledge explain operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_flush	run	knowledge	knowledge	memory_flush	run knowledge memory_flush	plumbing	experimental	knowledge	False	knowledge flush operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_inspect	run	knowledge	knowledge	memory_inspect	run knowledge memory_inspect	plumbing	experimental	knowledge	False	knowledge inspect operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_ping	run	knowledge	knowledge	memory_ping	run knowledge memory_ping	plumbing	experimental	knowledge	False	knowledge ping operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_plan	run	knowledge	knowledge	memory_plan	run knowledge memory_plan	plumbing	experimental	knowledge	False	knowledge plan operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_propose	run	knowledge	knowledge	memory_propose	run knowledge memory_propose	plumbing	experimental	knowledge	False	knowledge propose operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_queue	run	knowledge	knowledge	memory_queue	run knowledge memory_queue	plumbing	experimental	knowledge	False	knowledge queue operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_refresh	run	knowledge	knowledge	memory_refresh	run knowledge memory_refresh	plumbing	experimental	knowledge	False	knowledge refresh operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_restore	run	knowledge	knowledge	memory_restore	run knowledge memory_restore	plumbing	experimental	knowledge	False	knowledge restore operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_retrieve	run	knowledge	knowledge	memory_retrieve	run knowledge memory_retrieve	plumbing	experimental	knowledge	False	knowledge retrieve operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_route	run	knowledge	knowledge	memory_route	run knowledge memory_route	plumbing	experimental	knowledge	False	knowledge route operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_status	run	knowledge	knowledge	memory_status	run knowledge memory_status	plumbing	experimental	knowledge	False	knowledge status operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_summarize	run	knowledge	knowledge	memory_summarize	run knowledge memory_summarize	plumbing	experimental	knowledge	False	knowledge summarize operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_sync	run	knowledge	knowledge	memory_sync	run knowledge memory_sync	plumbing	experimental	knowledge	False	knowledge sync operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_trace	run	knowledge	knowledge	memory_trace	run knowledge memory_trace	plumbing	experimental	knowledge	False	knowledge trace operation on memory with deterministic contract and traceable outputs.
yai.knowledge.memory_verify	run	knowledge	knowledge	memory_verify	run knowledge memory_verify	plumbing	experimental	knowledge	False	knowledge verify operation on memory with deterministic contract and traceable outputs.
yai.knowledge.model_audit	run	knowledge	knowledge	model_audit	run knowledge model_audit	plumbing	experimental	knowledge	False	knowledge audit operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_checkpoint	run	knowledge	knowledge	model_checkpoint	run knowledge model_checkpoint	plumbing	experimental	knowledge	False	knowledge checkpoint operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_classify	run	knowledge	knowledge	model_classify	run knowledge model_classify	plumbing	experimental	knowledge	False	knowledge classify operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_embed	run	knowledge	knowledge	model_embed	run knowledge model_embed	plumbing	experimental	knowledge	False	knowledge embed operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_explain	run	knowledge	knowledge	model_explain	run knowledge model_explain	plumbing	experimental	knowledge	False	knowledge explain operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_flush	run	knowledge	knowledge	model_flush	run knowledge model_flush	plumbing	experimental	knowledge	False	knowledge flush operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_inspect	run	knowledge	knowledge	model_inspect	run knowledge model_inspect	plumbing	experimental	knowledge	False	knowledge inspect operation on model with deterministic contract and traceable outputs.
yai.knowledge.model_ping	run	knowledge	knowledge	model_ping	run knowledge model_ping	plumbing	experimental	knowledge	False	knowledge ping operation on model with deterministic contract and traceable outputs.
